id,nombre_contenedor,tipo,estado,descripcionC,created_at,updated_at,empresa_id,generador_id,telemetria_id,set_point,latitud,longitud,ultima_fecha,temp_supply_1,temp_supply_2,return_air,evaporation_coil,condensation_coil,compress_coil_1,compress_coil_2,ambient_air,cargo_1_temp,cargo_2_temp,cargo_3_temp,cargo_4_temp,relative_humidity,avl,suction_pressure,discharge_pressure,line_voltage,line_frequency,consumption_ph_1,consumption_ph_2,consumption_ph_3,co2_reading,o2_reading,evaporator_speed,condenser_speed,battery_voltage,power_kwh,power_trip_reading,power_trip_duration,suction_temp,discharge_temp,supply_air_temp,return_air_temp,dl_battery_temp,dl_battery_charge,power_consumption,power_consumption_avg,alarm_present,capacity_load,power_state,controlling_mode,humidity_control,humidity_set_point,fresh_air_ex_mode,fresh_air_ex_rate,fresh_air_ex_delay,set_point_o2,set_point_co2,defrost_term_temp,defrost_interval,water_cooled_conde,usda_trip,evaporator_exp_valve,suction_mod_valve,hot_gas_valve,economizer_valve,ethylene,stateProcess,stateInyection,timerOfProcess,modelo,alarm_number,NA,ripener_prueba,defrost_prueba,sp_ethyleno,extra_1,extra_2
205,ZGRU1001237,Reefer,1,"Sin Informacion","2023-07-04 10:51:40","2023-07-05 11:36:25",28,1,321,10,-12.0003,-77.0616,"2024-06-20 13:33:13",-5.6,NULL,-4.9,-5.7,NULL,NULL,NULL,18.3,-3277,-3277,-3277,-3277,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,1,OPTIMIZED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NA,1,1,0,0,0
206,ZGRU1010199,Madurador,1,"Sin Informacion","2023-07-07 13:39:08","2023-07-07 13:39:08",1,1,322,20,-11.9803,-77.1226,"2023-07-07 15:26:32",19,-3277,20.5,20.3,39.6,64.1,-3276.9,22.7,0,0,0,0,89,26,3276.6,3276.6,454,60,9.5,7.9,7.2,0.8,20,60,4,0,5.1,0,0,3276.6,3276.6,19,20.5,34.2,0,3.09,3.89,0,15,1,15,1,90,2,32766,3276.6,3276.6,1.5,18,6,0,0,255,255,255,255,0.7,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
207,ZGRU6210620,Madurador,1,"PACIFIC IQF","2023-07-07 15:27:11","2024-04-04 10:40:23",29,1,323,22,-11.9803,-77.1226,"2024-07-19 15:24:39",20.2,-3277,21.7,22,28.8,32.3,-3276.9,26,0,-38.5,-38.5,-38.5,32766,0,3276.6,3276.6,439,60,0.5,0.6,0.4,25.4,3276.6,0,0,0,8140.2,1.5,0,3276.6,3276.6,20.2,21.7,37.71,0,0.01,0.03,0,0,0,0,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,100,1,0
208,ZGRU5176751,Madurador,1,"Sin Informacion","2023-08-14 11:10:23","2023-08-14 11:10:23",1,1,326,18,-11.9803,-77.1226,"2023-08-14 11:59:12",18,-3277,18.8,18.5,38.6,62.9,-3277,26.3,0,0,0,0,90,32766,3276.6,3276.6,463,60,4.8,4.9,4.5,25.4,3276.6,30,0,0,1.4,0.8,0,3276.6,3276.6,18,18.8,141.42,10.51,655.35,2.55,0,8,1,8,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,19,239,27,4,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
209,ZGRU2012000,Madurador,1,"Sin Informacion","2023-08-14 11:59:51","2023-08-16 08:38:05",1,1,327,19,-11.9803,-77.1226,"2023-10-31 19:12:15",18.3,-3277,19.1,17.1,42.6,65.9,-3276.9,21.2,0,-38.5,-38.5,-38.5,87,0,6502.4,6515.1,462,60,6.1,6.4,5.9,25.4,3276.6,30,6939,0,307891,160486,0,6502.4,6515.1,4774.3,4889.6,258.56,0.1,289.28,302.08,0,0,1,1,1,50,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,136.4,5,0,14,THERMOKING,NULL,NA,2,2,140,0,0
210,ZGRU12345,Madurador,1,"Sin Informacion","2023-08-16 16:15:39","2023-08-16 16:15:39",1,1,328,20,-11.9803,-77.1226,"2023-08-16 16:15:39",24.2,-3277,24.2,24.2,26.2,24.7,-3276.9,26,0,0,0,0,0,32767,3276.6,3276.6,453,32760,0,0.1,0,25.5,3276.6,0,0,0,4898.5,25,0,3276.6,3276.6,24.2,24.2,0.25,0,0.01,0.17,0,255,0,255,1,99,1,0,0,3276.6,3276.6,18,6,0,0,255,255,255,255,0.4,6,0,8,THERMOKING,NULL,NA,2,2,0,0,0
211,ZGRU9%9BURR,Madurador,1,"Sin Informacion","2023-08-16 18:17:42","2023-08-16 18:17:42",1,1,329,22.22,-11.9803,-77.1226,"2023-08-16 18:18:23",22.2,-3277,23,22.8,47.1,95,-3276.9,38.7,-38.5,217.5,154.3,0,94,0,3276.6,3276.6,500,60,5.6,6.4,5.2,25.4,3276.6,30,0,0,14728.2,4120.4,0,3276.6,3276.6,22.2,23,46.51,0,4.02,3.11,0,6,1,6,1,90,1,0,0,3276.6,3276.6,18,6,0,0,255,255,255,255,2,3,0,67,THERMOKING,NULL,NA,2,2,0,0,0
212,ZGRU223%CII,Madurador,1,"Sin Informacion","2023-08-22 13:39:18","2023-08-22 13:39:18",1,1,330,22.22,-11.9803,-77.1226,"2023-08-22 13:40:38",22.1,-3277,22.7,19.7,38.1,70.4,-3276.9,28.8,-38.5,-38.5,-38.5,-38.5,83,0,3276.6,3276.6,481,60,7.1,7.7,7.4,25.4,3276.6,30,31,0,15188.2,4580.4,0,3276.6,3276.6,22.2,22.7,40.7,0,12.19,3.13,0,14,1,14,1,90,1,0,0,3276.6,3276.6,18,6,0,0,255,255,255,255,0.4,3,0,67,THERMOKING,NULL,NA,2,2,8,0,0
213,ZGRU6384491,Madurador,1,"ZGROUP USA","2023-08-24 16:04:36","2024-04-04 09:41:09",1,1,331,3,-11.9803,-77.1226,"2024-07-19 12:53:57",20,-3277,19.7,20.4,28.6,27.9,-3277,29.1,0,-38.5,-38.5,-38.5,75,32766,3276.6,3276.6,464,32760,0.1,0,0,25.4,3276.6,0,0,0,17041.3,25.1,0,3276.6,3276.6,20,19.7,36.74,0.01,0.01,0.48,0,255,0,255,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,1,0
214,ZGRU1291040,Madurador,1,CAYALTI,"2023-08-24 16:05:15","2023-11-22 10:42:59",1,1,332,3.5,-11.9803,-77.1226,"2024-07-19 12:52:35",20.4,-3277,19.9,20.8,30.1,28.7,-3277,29.9,0,-38.5,17.2,0,74,32766,3276.6,3276.6,467,32760,0,0,0,25.4,3276.6,0,0,0,3101.3,96.8,0,3276.6,3276.6,20.4,19.9,35.62,0,0.01,1.86,0,255,0,255,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,2,0
215,ZGRU1263532,Madurador,1,ASEPTIC,"2023-09-19 22:25:08","2023-11-22 10:42:12",31,1,333,-20,-11.9803,-77.1226,"2024-07-19 15:24:55",-26,-3277,-19.1,-22.1,22.2,50.3,-3276.9,18.7,0,-38.5,-38.5,-38.5,97,0,3276.6,3276.6,451,60,0.1,0,0,25.4,3276.6,0,0,0,119287,6395.3,0,3276.6,3276.6,6527.6,6534.5,0.14,0,0.03,2.16,0,48,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,150,1,0
216,ZGRU2004185,Madurador,1,TUNEL,"2023-09-19 22:26:58","2023-11-22 10:43:16",1,1,334,-40,-11.9803,-77.1226,"2024-07-19 15:24:23",17.4,-3277,17,17.7,20.4,19.1,-3276.9,20.1,0,0,0,0,32766,32766,3276.6,3276.6,452,32760,0.1,0,0.1,25.4,3276.6,0,0,0,3951.7,323.9,0,3276.6,3276.6,17.4,17,26.92,0,0.01,0.16,0,255,0,0,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,2,0
217,LOSU1192500,Madurador,1,"Sin Informacion","2023-09-22 18:03:46","2023-09-22 18:03:46",1,1,371,20,-11.9803,-77.1226,"2023-09-22 18:27:03",20,-3277,19.8,20.3,39.5,57.5,-3276.9,20.5,0,0,0,0,86,32766,3276.6,3276.6,444,60,5.5,5.1,5.2,25.4,3276.6,60,0,0,4.9,1.7,0,3276.6,3276.6,20,19.8,22.7,0.52,1.7,0,0,5,1,1,1,99,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,2.3,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
218,LUIS1192500,Madurador,1,"Sin Informacion","2023-09-22 18:27:43","2023-09-22 18:27:43",1,1,372,20,-11.9803,-77.1226,"2023-09-22 18:29:02",19.6,-3277,19.9,20.1,34.7,59.4,-3276.9,20,0,0,0,0,86,32766,3276.6,3276.6,450,60,0.7,0.6,0.6,25.4,3276.6,30,0,0,4.9,0,0,3276.6,3276.6,19.6,19.9,22.8,0.52,0.23,0,0,0,1,1,1,99,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,2.5,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
219,ZGRU0320965,Madurador,1,ASEPTIC,"2023-09-22 18:29:42","2023-11-22 10:42:05",31,1,373,-25.1,-11.9803,-77.1226,"2024-07-19 15:25:30",-27.7,-3277,-25.2,-25.1,25.5,62.6,-3276.9,18.5,0,-38.5,-38.5,-38.5,56,0,3276.6,3276.6,447,60,8.9,8.8,8.3,25.4,3276.6,30,100,0,20481.1,9573.1,0,3276.6,3276.6,6525.9,6528.4,28.53,0,5.36,2.54,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,150,1,0
220,TEST_DEFROST,Madurador,1,"Sin Informacion","2023-10-02 10:14:11","2023-10-02 10:14:11",1,1,374,22.2,-11.9803,-77.1226,"2023-10-02 10:54:07",22,-3277,22,22.1,15.7,15.6,-3276.9,16.4,20.6,-38.5,-38.5,-38.5,78,0,3276.6,3276.6,495,60,0.7,0.7,0.7,0.1,20.8,30,0,0,10573.6,6140.6,0,3276.6,3276.6,22,22,28.29,0,69.39,624.64,0,0,1,4,1,90,2,32766,3276.6,3276.6,3,18,6,0,0,255,255,255,255,3,5,0,31,THERMOKING,NULL,NA,2,2,3,0,0
221,ZGRU1291110,Madurador,1,CAYALTI,"2023-10-03 15:43:46","2023-11-22 10:42:43",1,1,375,5,-11.9803,-77.1226,"2024-07-19 12:53:30",21.2,-3277,21,21.4,23.9,22.3,-3277,25,0,0,0,0,69,32766,3276.6,3276.6,467,32760,0,0,0,25.4,3276.6,0,0,0,8854.1,6.1,0,3276.6,3276.6,21.2,21,30.27,0,0.01,0.01,0,255,0,255,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,2,0
222,LOSU1210810,Madurador,1,"Sin Informacion","2023-10-03 17:26:03","2023-10-03 17:26:03",1,1,376,-25,-11.9803,-77.1226,"2023-10-25 14:10:35",-7.5,-3277,6.6,-1.1,38.3,64.9,-3276.9,24.6,0,0,0,0,33,32766,3276.6,3276.6,455,60,11.2,11,10.8,25.4,3276.6,30,100,0,148.3,145.1,0,3276.6,3276.6,6546.1,6.6,24.86,0.52,6.91,0.04,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
223,ZGRU5662258,Madurador,1,"Sin Informacion","2023-10-05 06:26:13","2023-10-05 06:26:13",1,1,377,8,-11.9803,-77.1226,"2023-11-15 16:08:45",22.5,-3277,21.3,22.7,28.7,30.1,-3277,28.4,18.7,9.3,-38.5,-38.5,82,32766,3276.6,3276.6,460,60,3.9,3,2.9,25.4,3276.6,0,0,0,15161.7,665.7,0,3276.6,3276.6,22.5,21.3,0.37,0,0.01,0.65,0,27,0,27,0,0,254,65024,6515.1,6515.1,6515.1,21.75,7,3,0,0,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,1,0
224,ZGRU6770633,Madurador,1,Exotica,"2023-10-06 16:43:32","2023-12-11 14:41:21",37,1,378,18,-11.9803,-77.1226,"2024-05-08 14:00:44",23.9,-3277,23.9,24.5,27,25.3,-3276.9,27,0,0,0,0,32766,0,3276.6,3276.6,446,60,4.3,4.2,3.3,25.4,3276.6,0,0,0,2606.2,244.8,0,3276.6,3276.6,23.9,23.9,33.46,0,0.01,1.64,0,17,0,0,1,90,2,32766,3276.6,3276.6,1,18,6,0,0,255,255,255,255,8.1,3,0,0,THERMOKING,NULL,NA,2,2,80,1,0
225,x00x00x00x00x00x00x00x00x00x00x00,Madurador,1,"Sin Informacion","2023-10-13 17:20:14","2023-10-13 17:20:14",1,1,379,3,-11.9803,-77.1226,"2024-07-19 10:25:22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,0,NA,2,2,0,0,0
226,error,Madurador,1,"Sin Informacion","2023-10-14 08:52:04","2023-10-14 08:52:04",1,1,380,-30,-11.9803,-77.1226,"2024-07-19 09:20:52",-13.5,-3277,-3.1,-3.4,34.8,65.4,-3276.9,23.2,20.2,-38.5,-38.5,-38.5,91,0,3276.6,3276.6,442,60,11,10.8,10.2,25.4,3276.6,30,100,0,98676.7,8563,0,3276.6,3276.6,6540.1,6550.5,0.16,0,6.54,3.92,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,320,3,0,10,THERMOKING,NULL,NA,2,2,100,0,0
227,ZGRU1114620,Madurador,1,"Sin Informacion","2023-10-21 11:31:24","2023-10-21 11:31:24",1,1,381,20,-11.9803,-77.1226,"2023-10-30 14:59:47",19.9,-3277,22.4,22.7,44,68.5,-3276.9,34.7,0,0,0,0,71,0,3276.6,3276.6,468,60,6,6.1,5.4,0,20.8,60,37,0,4.9,2.1,0,3276.6,3276.6,20,22.4,38.27,0.52,1.97,4.62,0,30,1,1,1,88,2,32766,3276.6,3276.6,3,18,6,0,0,255,255,255,255,11.6,5,0,42,THERMOKING,NULL,NA,2,2,100,0,0
228,ZGRU8747550,Madurador,1,"NESTLE-Metro Comas","2023-10-25 14:11:15","2023-10-30 13:41:41",1,1,382,-26,-11.9803,-77.1226,"2024-07-19 15:24:47",-28.1,-3277,-25.5,-27.8,27.3,57,-3276.9,23.1,0,-38.5,-38.5,-38.5,65,32766,6502.5,6515.1,447,60,9.4,9.1,8.4,25.4,3276.6,30,100,0,13947.1,3533080,0,6502.5,6515.1,5926.3,51,151.03,0.14,104.96,547.86,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
229,ZGRU5114694,Madurador,1,SERVINCA,"2023-10-26 17:56:11","2024-02-27 17:54:42",44,1,383,21,-9.47251,-78.2818,"2024-05-14 08:00:40",21.8,-3277,21.8,21.9,27.7,40.4,-3276.9,21.8,0,-38.5,-38.5,-38.5,91,0,3276.6,3276.6,465,60,0.7,0.7,0.6,25.3,3276.5,30,0,0,7676.8,45.9,0,3276.6,3276.6,21.8,21.8,31.81,0,0.24,0.77,1,0,1,1,0,254,2,32766,3276.6,3276.6,0,18,6,0,0,255,255,255,255,191.7,5,0,2,THERMOKING,NULL,NA,2,2,200,1,0
230,ZGRU2011230,Madurador,1,"ALAMEDA SUR","2023-10-27 09:16:43","2024-07-09 16:02:39",57,1,384,0,-12.1964,-77.0115,"2024-07-19 15:25:32",0,-3277,1.1,1.3,29.8,68.6,-3276.9,20.3,20.4,-38.5,-38.5,-38.5,86,32766,3276.6,3276.6,434,60,8.3,7.4,8.3,25.4,3276.6,30,3,0,9709.9,573.2,0,3276.6,3276.6,0,1.1,29.41,0,2.32,1.58,0,14,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
231,LOSU1114250,Madurador,1,"Sin Informacion","2023-10-27 15:53:01","2023-10-27 15:53:01",1,1,385,-20,-11.9803,-77.1226,"2023-10-27 15:53:40",21.9,-3277,24.8,24.5,31.2,43.3,-3276.9,22.8,0,0,0,0,53,32766,3276.6,3276.6,463,59,10,9.9,9.9,25.4,3276.6,30,100,0,3.4,0.1,0,3276.6,3276.6,21.9,24.8,24.18,0.52,6.56,3,0,94,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
232,ZGRU2008200,Madurador,1,"NESTLE METRO CHORRILLOS","2023-10-27 15:55:35","2023-11-27 16:27:55",1,1,386,-25,-12.1729,-77.012,"2024-07-19 15:25:13",-30.6,-3277,-25.4,-27.9,24.4,55.8,-3276.9,21.5,20.5,-38.5,-38.5,-38.5,48,32766,3276.6,3276.6,456,60,0,0,0,25.4,3276.6,0,0,0,12232.8,12229.2,0,3276.6,3276.6,6523,6528.2,28.48,0,0,1.92,0,48,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
233,LOSU1114240,Madurador,1,"Sin Informacion","2023-10-27 16:08:38","2023-10-27 16:08:38",1,1,387,-20,-11.9803,-77.1226,"2023-10-27 16:10:17",21.3,-3277,24.9,23.3,29.6,38.4,-3276.9,22.4,0,0,0,0,55,32766,3276.6,3276.6,441,53,7.9,7.5,7.7,25.4,3276.6,30,100,0,4.9,0,0,3276.6,3276.6,21.3,24.9,24.92,0.52,1.4,0,0,56,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
234,LOSU1114230,Madurador,1,"Sin Informacion","2023-10-27 16:48:17","2023-10-27 16:48:17",1,1,388,-20,-11.9803,-77.1226,"2023-10-27 16:48:17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
235,ZGRU6740381,Madurador,1,"NESTLE CHACLACAYO","2023-10-27 16:51:26","2024-02-03 12:14:36",1,1,389,-25,-11.9803,-77.1226,"2024-07-19 15:24:45",-16.4,-3277,0,5.9,30.3,42.9,-3276.9,25.3,-38.5,-38.5,-38.5,-38.5,32766,32766,3276.6,3276.6,428,60,4.9,4.8,4.9,25.4,3276.6,0,0,0,18640.9,11067.8,0,3276.6,3276.6,6536.2,6543.7,69.39,0,266.24,51.21,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,0,0,0
236,LOSU1114440,Madurador,1,"Sin Informacion","2023-10-27 17:12:00","2023-10-27 17:12:00",1,1,390,26.5,-11.9803,-77.1226,"2023-10-27 17:13:49",22.7,-3277,25.9,25.4,28.1,39.3,-3276.9,21.8,0,0,0,0,53,32766,3276.6,3276.6,466,60,0.8,0.7,0.7,25.4,3276.6,20,0,0,3.9,0,0,3276.6,3276.6,22.7,25.9,25.49,0.52,69.39,243.2,0,156,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
237,ZGRU2008215,Madurador,1,"NESTLE-Metro Hacienda","2023-10-27 17:14:29","2023-10-30 13:43:17",1,1,391,-25,-11.9803,-77.1226,"2024-07-19 15:25:22",-24.4,-3277,-24.7,-24.2,21.8,40.5,-3276.9,19.5,14.4,-38.5,-38.5,-38.5,69,32766,3276.6,3276.6,473,60,0.7,0.7,0.7,25.4,3276.6,30,0,0,16585.1,16581.2,0,3276.6,3276.6,6529.2,6528.9,27.95,0,69.39,10.24,0,100,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
238,ZGRU2010233,Madurador,1,"NESTLE - Metro Colonial","2023-10-28 17:27:46","2023-10-30 13:42:25",1,1,392,-25,-11.9803,-77.1226,"2024-07-19 15:24:35",-31.8,-3277,-26,-27,24.9,62.2,-3276.9,17.5,0,-38.5,-38.5,-38.5,59,32766,3276.6,3276.6,474,60,0,0,0.1,25.4,3276.6,0,0,0,11512.5,11505.3,0,3276.6,3276.6,6521.8,6527.6,26.25,0,0.03,1.78,0,48,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
239,LOSU1114270,Madurador,1,"Sin Informacion","2023-10-30 09:05:13","2023-10-30 09:05:13",1,1,393,-25,-11.9803,-77.1226,"2023-10-30 09:07:41",19.6,-3277,20.6,20.8,25.1,27.5,-3276.9,22.7,0,0,0,0,73,32766,3276.6,3276.6,465,59,11.4,11.1,10.9,25.4,3276.6,30,100,0,4.8,0,0,3276.6,3276.6,19.6,20.6,20.73,0.52,7.32,2,0,63,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
240,ZGRU8753384,Madurador,1,"NESTLE - Metro Faucett","2023-10-30 09:08:21","2023-11-25 08:12:10",1,1,394,-25,-11.9803,-77.1226,"2024-07-19 15:25:29",-27.7,-3277,-24.7,-24.9,25.3,51.8,-3276.9,24.1,0,-38.5,-38.5,-38.5,53,32766,3276.6,3276.6,461,60,0,0,0,25.4,3276.6,0,0,0,16934.7,16929.9,0,3276.6,3276.6,6525.9,6528.9,32.78,0,0.01,2.68,0,48,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
241,ZGRU8707687,Madurador,1,INKAPACKING,"2023-10-30 15:01:00","2023-11-22 10:42:33",32,1,395,18,-4.8972,-80.3513,"2024-07-19 15:23:09",24,-3277,24.6,25,29.8,27.8,-3276.9,30.4,0,-38.5,-38.5,-38.5,32766,32767,3276.6,3276.6,464,32760,0,0,0,25.5,3276.7,0,0,0,2328.3,245.1,0,3276.6,3276.6,24,24.6,45.51,0,0.01,0.08,0,255,0,0,1,90,2,32766,3276.6,3276.6,2,18,6,0,0,255,255,255,255,0,3,0,0,THERMOKING,NULL,NA,2,2,160,1,0
242,ZGRU5346143,Madurador,1,"Sin Informacion","2023-11-02 14:22:24","2023-11-02 17:17:37",33,1,120,20,-4.9556,-80.6232,"2023-11-02 17:13:01",18.9,0,23.7,21.8,0,0,0,28.1,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,88,2,32766,3276.6,3276.6,3,18,6,0,0,255,255,255,255,17.9,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
243,PRUEBA12345,Madurador,1,SERVINCA,"2023-11-02 15:28:48","2023-11-24 18:14:47",1,1,397,20,-11.9803,-77.1226,"2024-07-19 05:37:50",20.5,-3277,21.1,21.1,17.1,15.7,-3276.9,17,0,-38.5,-38.5,-38.5,32766,32767,3276.6,3276.6,463,32760,0,0,0.1,25.5,3276.7,0,0,0,15286.9,989.5,0,3276.6,3276.6,20.5,21.1,0.28,0,0.01,0.33,0,255,0,0,1,90,2,32766,3276.6,3276.6,1,18,6,0,0,255,255,255,255,0,3,0,32,THERMOKING,NULL,NA,2,2,100,1,0
244,ZGRU621062x03,Madurador,1,"Sin Informacion","2023-11-03 17:59:21","2023-11-03 17:59:21",1,1,398,0,-11.9803,-77.1226,"2023-11-03 22:14:48",16.1,-3277,17,16.5,0,0,0,23.2,0,-38.5,0,0,97,0,0,3276.6,458,60,7.6,7.8,7.5,0,20.2,30,8,0,0,0,0,0,3276.6,16,0,0,0,5.84,0,0,11,82,11,0,192,1,32766,3276.6,0,1.2,18,6,0,0,255,255,255,255,49,5,0,1,THERMOKING,NULL,NA,2,2,0,0,0
245,9x004x002x007x000x006,Madurador,1,"Sin Informacion","2023-11-04 13:55:15","2023-11-04 13:55:15",1,1,399,16,-11.9803,-77.1226,"2023-11-04 13:55:15",16.6,-3277,17.1,0,37,61.1,-3276.9,23.7,0,0,0,0,92,0,3276.6,3276.6,0,0,0,0,0,25.4,3276.6,0,0,0,428.7,60.8,0,3276.6,3276.6,16.3,17.1,31.3,0,2.49,0.85,0,0,0,0,0,0,0,0,0,3276.6,1.2,0,0,0,0,0,0,0,0,34.7,5,87,1,THERMOKING,NULL,NA,2,2,0,0,0
246,ZGRU9802859,Madurador,1,SAASA,"2023-11-10 17:05:32","2023-11-17 11:21:22",34,1,4376,16,-11.9803,-77.1226,"2024-07-19 15:24:52",21.9,-3277,21.7,22.2,23,27.3,-3277,24.2,21.2,22.2,-25.7,-38.5,76,32766,3276.6,3276.6,471,60,5.2,3.9,5.1,25.4,3276.6,0,0,0,42138.4,2246.6,0,3276.6,3276.6,21.9,21.7,33.79,0,0.01,1.71,1,9,0,0,0,254,0,32766,3276.6,3276.6,3276.6,18,4,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
247,ZGRU5011183,Madurador,1,SAASA,"2023-11-10 17:19:01","2023-11-17 11:21:03",34,1,4377,16,-11.9803,-77.1226,"2024-07-19 15:25:20",21.5,-3277,23.5,23.3,25.5,27.8,-3277,22.8,22.5,22.5,22.5,0,97,32766,6502.8,6515.1,471,60,5.9,3.9,693.9,691.2,6515.1,127,0,0,21311700,17157700,0,6502.8,6515.1,5516.7,6016,128,70.2,652.84,655.35,0,10,0,0,1,90,0,32766,3276.6,3276.6,3276.6,10,6,0,0,74,90,27,4,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
248,LOSU1114500,Madurador,1,"Sin Informacion","2023-11-13 14:21:12","2023-11-13 14:21:12",1,1,4378,-20,-11.9803,-77.1226,"2023-11-13 14:21:12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,1,0,254,0,32766,3276.6,3276.6,3276.6,18,6,0,0,255,255,255,255,0,0,0,0,THERMOKING,NULL,NA,2,2,0,0,0
249,ZGRU8450690,Madurador,1,"Sin Informacion","2023-11-13 14:27:47","2023-11-13 14:27:47",1,1,4379,21,-11.9803,-77.1226,"2023-12-27 10:55:52",24.3,-3277,24.6,24.7,24.1,24.2,-3276.9,24.6,0,0,0,0,32766,32767,3276.6,3276.6,454,32760,0,0,0,25.5,3276.7,0,0,0,25.1,21.9,0,3276.6,3276.6,24.3,24.6,29.34,0,0.01,0.02,0,255,0,0,1,86,2,32766,3276.6,3276.6,3.5,18,6,0,0,255,255,255,255,0,6,0,1,THERMOKING,NULL,NA,2,2,80,0,0
